London-Road,South-Willesborough,Collyhurst-Weir,Alfoldean,Denham-Lodge,Kirkby,Morwick,Ower,Great-Corby,Elm-Park-(Bretons-Farm)
2.38,6.66,6.08,31.7,1.22,4.15,37.8,13.5,285,1.74
4.02,4.9,6.57,27.9,1.3,4.61,45,10.4,289,1.38
2.71,3.08,4.88,7.67,1.19,4.1,19,4.11,134,0.745
1.6,2.78,2.5,4.62,1.11,2.55,13.6,3.29,93.4,0.55
1.14,2.61,1.9,3.53,1.06,2.27,11,3.06,71.9,0.435
0.9,2.46,1.58,2.71,1.03,1.76,9.53,2.37,60.2,0.398
0.766,2.4,1.46,2.61,1.08,1.59,8.64,2.19,51.4,0.513
0.919,2.14,2.29,2.46,1.08,2.39,18.4,2.03,46.6,0.637
0.863,1.68,1.66,2.29,1.04,1.75,26.7,1.86,62.7,0.49
0.67,1.42,1.41,2.01,1,1.41,13.2,1.68,45.3,0.422
0.617,1.29,1.28,1.8,0.986,1.27,10.7,1.6,39.7,0.395
0.596,1.24,1.43,1.67,0.987,1.22,10.3,1.54,36,0.372
0.793,1.3,1.76,2.46,1.08,1.48,12.4,2.24,36.5,1.68
0.684,1.21,1.28,3.94,1.1,1.12,9.66,3.1,33.4,1.4
0.583,1.1,1.17,2.54,1.02,1.04,8.25,1.89,29.6,0.728
0.502,1.02,1.1,1.93,0.989,0.93,6.93,1.55,26.8,0.513
0.471,0.951,1.14,1.6,0.961,1.01,6.55,1.46,25.2,0.441
0.436,0.863,1.03,1.42,0.928,0.925,6.7,1.33,23.6,0.365
0.404,1.29,0.967,1.18,0.899,0.886,7.39,1.22,21.8,0.316
0.527,3.83,1.39,7.27,0.969,2.23,6.56,6.24,23,0.784
0.711,3.18,1.31,19.2,1.22,2.31,8.3,11.9,58.1,1.5
1.4,5.2,4.24,10.8,1.22,2.88,28.7,6.16,81.7,0.942
0.969,6.72,1.99,8.31,1.16,2.28,19.4,4.13,57.2,0.717
0.798,3.35,1.54,21.7,1.38,1.83,21.3,8.41,82.5,2.7
0.643,3.08,1.33,20.4,1.38,1.48,13.3,4.31,55.3,2.03
0.659,2.79,2.15,5.65,1.25,1.54,10.8,3.13,46.9,0.942
1.95,2.3,5.62,3.82,1.17,1.91,10.2,2.17,53.4,0.717
1.64,3.47,2.57,2.82,1.13,1.86,8.7,1.78,49.2,0.552
1.01,3.32,1.67,2.49,1.08,1.37,7.99,1.61,41.5,0.557
0.82,2.93,1.45,2.28,1.04,1.13,7.46,1.5,36,0.403
0.667,2.64,1.24,2.01,0.999,1,7.35,1.34,32.3,0.344
0.595,2.11,1.18,1.75,0.97,0.914,7.35,1.23,29.8,0.302
0.522,1.83,1.09,1.51,0.949,0.857,7.2,1.17,27.4,0.273
0.47,1.65,1.06,1.39,0.938,0.863,6.13,1.15,25,0.262
0.44,1.56,1.02,1.35,0.932,0.811,5.64,1.14,23.2,0.269
0.411,1.49,0.984,1.27,0.926,0.788,5.42,1.12,21.5,0.256
0.391,1.42,0.959,1.25,0.941,0.771,5.18,1.1,20.3,0.229
0.37,1.37,0.937,1.11,0.931,0.704,5.08,1.07,19,0.223
0.357,2.43,0.928,0.981,0.918,0.669,5.57,1.03,18.2,0.226
0.355,3.29,0.947,0.925,0.911,0.69,8.28,0.993,17.6,0.217
0.375,5.63,1.1,3.5,1.02,0.969,6.25,3.73,17.1,0.675
0.634,3.67,2.16,7.78,1.06,1.24,12.9,4.65,19.8,0.76
1.59,3.17,3.77,17,1.15,2.84,34.4,7.25,96.2,1.27
1.39,7.35,2.01,11.1,1.19,1.95,27.7,6.33,113,1.08
0.831,6.02,1.41,6.67,1.21,1.56,12.6,6.01,69,0.921
0.782,3.33,1.56,16.5,1.44,1.52,12.1,11.3,96.7,2.5
0.712,3.07,1.35,15.4,1.5,1.21,9.46,6.65,64,1.58
0.588,3.06,1.08,4.59,1.3,1.06,7.83,3.41,49,0.705
0.513,2.91,1.04,3.15,1.19,0.938,6.92,2.26,40.8,0.458
0.535,2.52,1.19,3.17,1.2,1.41,6.95,2.27,36.3,0.884
0.471,3.05,1.03,3.36,1.18,1.05,7.4,1.87,33.4,0.894
0.953,3.03,1.92,2.75,1.15,1.47,11.7,1.64,30.8,0.749
1.87,5.37,3,4.82,1.28,2.26,15.7,1.98,31.9,1.45
1.82,3.72,2.72,8.03,1.34,2.83,27,2.24,51.4,2.08
1.81,3.32,3.17,22.3,1.78,5.36,24.8,6.92,44.6,4.81
2.94,5.61,4.82,16.4,1.84,4.83,37.9,5.52,41.3,1.85
1.9,17.8,3.37,12.8,1.84,3.78,129,7.25,177,2.26
0.794,2.76,1.41,2.25,1.76,1.19,9.44,1.69,39,0.461
0.66,2.65,1.31,2.02,1.72,1.08,8.39,1.53,34.4,0.401
0.606,2.34,1.22,1.83,1.69,1.02,7.74,1.46,31.3,0.365
0.566,1.64,1.22,1.62,1.68,0.978,7.28,1.42,29.3,0.333
0.528,1.34,1.2,1.49,1.63,0.958,6.88,1.38,27.2,0.32
0.534,1.25,1.28,1.45,1.62,0.903,6.74,1.36,26.7,0.316
0.537,1.17,1.32,1.39,1.62,1.05,6.5,1.36,26.3,0.295
0.491,1.1,1.24,1.28,1.61,0.952,6.36,1.33,24.7,0.277
0.48,1.3,1.17,1.09,1.55,0.928,6.19,1.23,22.2,0.266
0.539,1.67,1.33,0.998,1.51,0.88,5.89,1.18,20.9,0.285
0.829,1.76,2.31,1.61,1.58,1.82,12.1,3.06,21.9,0.371
0.868,1.61,2.17,1.73,1.6,2.33,35,3.73,27.9,0.29
0.689,1.34,1.73,7.02,1.54,1.47,18.4,2.06,26.4,1.33
0.532,1.2,1.31,4.68,1.49,1.12,13,1.58,23.6,0.76
0.446,1.08,1.21,2.75,1.45,0.949,9.61,1.42,21.2,0.507
0.415,1.01,1.13,1.88,1.41,0.859,8.62,1.33,19.6,0.475
0.386,2.84,1.07,1.58,1.39,0.801,7.56,1.22,18.3,0.373
0.365,3.42,1.06,1.33,1.31,0.761,7.7,1.13,17.5,0.3
0.553,4.02,1.67,4.13,1.39,1.59,16.6,3.3,18.4,0.888
0.605,2.59,1.5,4.91,1.49,1.44,76.8,4.65,88.6,0.837
0.499,2.42,1.36,7.6,1.54,1.06,55.2,2.7,48.3,2.67
0.663,2.91,1.97,4.21,1.47,1.04,61.1,1.86,37.5,1.01
1.22,3.45,2.62,3.07,1.47,1.53,57.7,1.79,36.8,0.903
0.836,2.5,1.73,4.72,1.61,1.13,53.4,3.06,38.6,1.69
0.833,1.91,1.79,7.16,1.66,1.17,35.3,3.47,36.2,1.64
0.62,2.22,1.38,6.28,1.54,1.05,19.2,3.67,28.9,0.988
0.508,2.34,1.24,3.41,1.41,1.3,14.3,2.44,25.3,0.58
0.462,1.82,1.18,3.03,1.37,1.04,12.4,2.29,23.1,0.536
0.445,1.53,1.13,6.18,1.49,0.912,10.6,3.2,21.2,2.53
0.396,1.48,1.1,14.1,1.85,0.833,9.42,8.56,19.6,3.02
0.398,1.48,1.12,8.66,1.76,0.795,9.34,7.4,18.6,1.84
0.367,2.37,1.24,3.91,1.55,0.708,8.94,3.52,17.9,0.764
0.344,2.06,1.24,6.21,1.56,0.716,8.3,5.24,17.1,1.13
0.519,2.4,1.76,13.1,1.91,1.91,7.72,9.74,16.3,2.48
1.28,1.92,2.76,9.39,1.78,2.06,11.1,8.09,16.6,1.18
0.646,1.28,1.39,19,2,1.22,22.4,9.08,18,4.16
0.484,1.18,1.2,5.88,1.84,1.01,18.9,4.02,23.4,1.23
0.43,1.1,1.13,3.71,1.67,0.91,21.6,3,19.4,0.701
0.433,1.04,1.13,2.62,1.59,0.744,16,2.05,17.8,0.527
0.448,1.05,1.36,5.35,1.76,1.18,19,5.29,16.9,1.07
0.422,1.27,1.24,10,1.91,0.944,37.5,5.5,26,2.69
0.536,1.77,1.44,4.11,1.71,0.871,18.6,3.34,23.7,1.03
0.497,1.57,1.24,2.78,1.57,0.77,14.5,2.21,21,0.611
0.727,1.38,2.08,2.26,1.48,1.13,16.5,1.87,30.2,0.462
0.499,1.19,1.4,1.99,1.41,0.842,12.8,1.72,28.5,0.398
0.486,1.06,1.38,1.97,1.42,1.36,11.8,1.95,27.5,0.552
0.998,0.985,3.58,3.62,1.46,3.48,10.5,4.77,32.4,0.643
1.46,1.29,3.38,5.35,1.53,3.9,8.88,5.33,31.3,0.616
0.888,1.94,6.46,5.46,1.59,6.48,7.82,4.23,32.5,1.36
0.993,2.13,9.36,3.79,1.6,5.65,13.1,3.42,52.8,0.669
1.22,2.07,9.28,2.72,1.55,7.69,77.5,2.63,125,0.452
1.29,2.16,3.09,7,1.61,4.12,21,2.53,56,1.94
1.3,2.35,2.87,9.27,1.74,3.12,13.6,2.93,44.3,1.11
0.984,1.56,2.08,3.77,1.58,2.46,11.8,1.88,53.5,0.59
0.701,2.3,1.54,2.66,1.49,1.77,10.4,1.57,39,0.408
0.604,2.25,1.38,1.88,1.46,1.48,8.9,1.45,33,0.343
0.54,1.54,1.25,1.65,1.41,1.28,7.78,1.36,28.8,0.294
0.655,1.07,1.6,1.66,1.43,2.25,7.28,1.36,26.4,0.596
0.656,1.01,1.5,2.52,1.44,1.5,6.78,1.45,24.7,0.672
0.519,0.977,1.2,1.72,1.39,1.18,6.05,1.25,22.6,0.4
0.497,0.918,1.48,1.47,1.38,1.1,6.15,1.21,22.2,0.325
0.406,0.923,1.12,1.15,1.34,0.882,5.94,1.06,19.6,0.259
0.387,0.873,1.09,1.06,1.32,0.931,5.67,1.04,18,0.234
0.767,0.977,2.57,1.05,1.35,2.69,5.28,1.35,19.2,0.277
0.733,0.862,2.01,1.2,1.48,1.64,6.71,1.38,29.4,0.345
1.18,0.782,2.8,1.31,1.52,1.66,7.54,2.87,24.4,0.341
1.01,0.776,2.67,1.6,1.52,1.26,6.63,3.38,24.7,0.629
0.871,0.801,1.96,1.92,1.5,1.06,6.59,2.02,26.7,0.395
1.04,0.931,2.37,1.56,1.46,1.43,5.62,1.59,27.2,0.568
1.47,0.834,3.29,1.38,1.46,1.39,5.3,1.78,25.6,0.887
0.984,1.43,2.18,3.8,1.57,1.12,7.47,2.95,40.2,1.13
0.638,1.19,1.57,2.46,1.42,0.916,10.6,1.51,44.8,0.496
0.519,1.01,1.41,3.82,1.38,0.778,6.79,2.8,30.6,0.414
0.479,0.86,1.37,2.98,1.49,0.74,5.43,1.89,24.8,0.329
0.443,0.71,1.33,1.89,1.42,0.885,4.94,1.42,22.2,0.284
0.391,0.66,1.29,1.36,1.34,0.766,4.53,1.18,20.4,0.238
0.361,0.627,1.23,1.09,1.3,0.753,4.26,1.05,18.5,0.213
0.343,0.604,1.17,0.926,1.27,0.729,3.95,0.97,16.8,0.2
0.328,1.14,1.18,0.848,1.25,0.708,3.72,0.919,15.7,0.186
0.323,1.19,1.21,0.788,1.22,0.65,3.59,0.872,14.9,0.182
0.326,0.668,1.28,1.09,1.24,0.678,3.44,0.853,14.3,1.04
0.357,0.561,1.25,1.92,1.24,0.847,3.34,0.85,13.8,0.481
0.339,0.532,1.19,1.34,1.19,0.689,3.18,0.818,13.1,0.266
0.313,0.545,1.19,0.891,1.16,0.708,3.03,0.774,12.7,0.217
0.306,0.559,1.42,0.759,1.16,2.19,2.94,0.741,12.2,0.2
0.491,0.63,7.52,0.699,1.13,7.3,2.85,0.733,11.8,0.559
0.784,0.568,2.91,0.745,1.27,4.16,2.9,0.75,12,1.62
0.827,0.49,1.91,1.55,1.44,2.31,3.4,1,12.4,2.6
0.947,0.495,2.76,1.05,1.63,2.31,3.48,0.922,12.1,1.71
0.711,0.51,1.46,0.762,1.46,1.5,3.46,0.762,12.3,0.684
0.474,0.501,1.2,0.636,1.34,1.17,3.14,0.696,11.7,0.403
0.404,0.436,1.15,0.592,1.28,1.04,2.81,0.655,11,0.306
0.385,0.428,1.12,0.553,1.22,0.96,2.65,0.62,10.4,0.254
0.327,0.415,1.1,0.508,1.17,0.927,2.52,0.587,10,0.222
0.305,0.41,1.1,0.49,1.13,0.891,2.41,0.557,9.65,0.203
0.272,0.351,1.07,0.455,1.1,0.813,2.32,0.538,9.36,0.188
0.266,0.343,1.06,0.437,1.08,0.765,2.28,0.527,9.13,0.178
0.247,0.341,1.04,0.428,1.07,0.924,2.29,0.527,9.08,0.175
0.286,0.321,1.08,0.408,1.05,0.947,2.2,0.526,9.08,0.164
0.484,0.306,1.94,0.417,1.03,1.2,2.14,0.516,9.24,0.16
0.305,0.294,1.08,0.397,1.01,0.664,2.04,0.491,9.32,0.154
0.293,0.296,1.3,0.366,0.973,0.681,2.11,0.478,9.57,0.15
0.259,0.313,1.06,0.344,0.962,0.698,2.14,0.46,9.14,0.144
0.261,0.287,1.22,0.338,0.951,0.735,2.06,0.461,8.98,0.144
0.352,0.276,1.58,0.334,0.935,0.764,2.22,0.453,11.6,0.152
0.286,0.262,1.12,0.354,0.915,0.706,2.28,0.436,9.88,0.134
0.272,0.269,1.11,0.326,0.911,0.65,2.03,0.427,9.07,0.135
0.231,0.268,1.06,0.314,0.894,0.498,1.92,0.424,8.72,0.137
0.389,0.263,1.83,0.318,0.897,1.11,2.03,0.424,10.7,0.152
0.369,0.262,1.56,0.322,0.878,0.684,2.59,0.409,19,0.138
0.273,0.291,1.2,0.318,0.858,0.618,2.59,0.4,16.2,0.13
0.37,0.268,1.6,0.326,0.848,0.894,5.15,0.403,20.7,0.147
0.298,0.248,1.12,0.32,0.836,0.566,6.47,0.395,16.2,0.194
0.258,0.246,1.06,0.301,0.827,0.557,3.46,0.381,12.3,0.129
0.234,0.243,1.05,0.294,0.814,0.517,2.71,0.38,10.9,0.124
0.248,0.249,1.06,0.288,0.8,0.528,2.44,0.379,9.97,0.124
0.265,0.266,1.35,0.296,0.792,0.674,2.38,0.39,9.54,0.15
0.829,0.251,3.35,0.342,0.866,1.49,14.9,0.44,10.1,0.25
0.363,0.235,1.28,0.619,1.03,0.614,45.3,0.685,11.2,1.12
0.292,0.222,1.03,0.42,0.916,0.638,11.8,0.472,10.4,0.23
0.275,0.209,1.02,0.332,0.822,0.512,6.71,0.411,9.56,0.16
0.261,0.197,0.999,0.293,0.786,0.525,5.07,0.38,9.29,0.147
0.264,0.192,1.02,0.277,0.754,0.556,4.21,0.365,9.25,0.136
0.248,0.181,0.994,0.265,0.721,0.514,3.58,0.35,9.16,0.126
0.26,0.174,0.997,0.254,0.699,0.522,3.15,0.341,8.86,0.124
0.242,0.174,0.973,0.244,0.683,0.538,2.89,0.331,8.56,0.128
0.24,0.17,0.988,0.239,0.668,0.557,2.67,0.321,8.36,0.12
0.238,0.165,1.04,0.244,0.649,0.717,2.45,0.316,8.06,0.114
0.241,0.162,1.17,0.238,0.639,0.788,2.48,0.307,8,0.149
0.258,0.165,1.09,0.245,0.627,0.516,2.61,0.304,7.89,0.136
0.227,0.159,1.05,0.238,0.623,0.518,2.39,0.318,7.87,0.117
0.216,0.159,1.09,0.284,0.629,0.579,2.23,0.326,7.84,0.116
0.21,0.157,1.01,0.254,0.619,0.524,2.2,0.314,8.3,0.112
0.21,0.148,1.01,0.237,0.604,0.523,2.13,0.306,8.4,0.109
0.215,0.141,1.06,0.237,0.6,0.53,2,0.257,8.29,0.111
0.213,0.131,1.08,0.251,0.593,1.11,1.93,0.239,7.99,0.11
0.206,0.153,1.09,0.238,0.585,0.631,1.88,0.25,7.68,0.112
0.202,0.215,1.12,0.264,0.626,0.541,1.81,0.258,7.33,0.122
0.297,0.189,1.29,0.24,0.623,1.76,1.78,0.263,7.34,0.123
1.85,0.18,3.41,0.629,0.623,1.69,1.81,0.311,7.33,0.116
0.233,0.155,1.04,0.355,0.617,0.636,1.96,0.257,8.44,0.14
0.667,0.157,2.78,0.322,0.651,1.99,1.85,0.271,8.01,0.206
0.739,0.152,2.19,0.309,0.613,1.84,2.15,0.241,9.47,0.123
0.354,0.146,1.58,0.339,0.6,0.665,3.51,0.233,10.4,0.116
0.259,0.136,1.08,0.284,0.596,0.561,3.07,0.231,11,0.432
0.281,0.136,1.16,0.379,0.588,0.586,5.22,0.258,16.6,0.66
0.443,0.138,1.65,0.318,0.57,0.991,12.6,0.238,13.2,0.144
0.253,0.138,1.06,0.269,0.55,0.531,12.9,0.227,12.9,0.124
0.486,0.316,1.73,0.886,0.633,1.48,9.63,0.497,11,2.36
0.812,0.603,2.07,0.993,0.609,0.754,5.95,0.358,9.44,0.578
0.322,0.535,1.1,0.544,0.59,0.533,5.7,0.256,8.91,0.225
0.333,0.323,1.27,0.369,0.58,0.549,5.16,0.246,8.57,0.207
0.305,0.292,1.13,0.342,0.577,0.566,3.88,0.257,8.41,0.166
0.253,0.215,0.998,0.328,0.564,0.539,3.29,0.242,8.62,0.138
0.232,0.185,1.06,0.274,0.549,0.535,2.84,0.228,9.09,0.126
0.24,0.158,1.09,0.269,0.536,0.489,2.57,0.219,8.66,0.12
0.23,0.148,1.06,0.228,0.529,0.515,2.37,0.216,8.24,0.122
0.22,0.141,1.09,0.221,0.516,0.489,2.27,0.21,8.04,0.123
0.222,0.131,1.12,0.216,0.513,0.511,2.18,0.203,7.76,0.12
0.227,0.12,1.12,0.221,0.505,0.53,2.1,0.199,7.56,0.117
0.234,0.12,1.14,0.206,0.49,0.553,2.05,0.191,7.41,0.115
0.256,0.116,1.22,0.23,0.49,0.554,2.01,0.192,7.32,0.119
0.272,0.113,1.36,0.2,0.472,0.551,2.16,0.192,7.2,0.112
0.247,0.113,1.24,0.174,0.465,0.528,2.05,0.188,6.85,0.108
0.28,0.302,1.46,0.396,0.533,0.547,1.88,0.839,6.71,0.591
0.78,0.224,2.56,0.386,0.512,1.08,2.24,0.402,6.81,0.164
0.265,0.201,1.1,1.07,0.541,1.15,2.08,0.287,7.32,0.7
0.287,0.205,1.41,0.744,0.515,1.38,1.91,0.255,7.46,0.206
1.13,0.168,3.13,0.734,0.557,2.66,1.82,0.25,6.99,0.209
0.942,0.243,3.42,0.507,0.535,2.99,2.67,0.24,7,0.291
0.423,0.3,1.52,0.897,0.538,1.6,6.29,1.42,13.7,0.381
0.292,0.363,1.06,2.16,0.739,0.82,4.71,0.638,15.1,1.26
0.272,0.278,1.05,1,0.614,0.63,2.91,0.364,9.81,0.289
0.266,0.19,1.43,0.451,0.581,0.593,2.4,0.276,8.49,0.167
1.64,0.17,3.71,0.335,0.587,2.79,2.26,0.263,14.2,0.158
0.809,0.163,2.06,0.306,0.554,0.876,2.21,0.254,23,0.133
0.433,0.158,1.27,0.279,0.538,0.691,2.12,0.23,19.1,0.127
0.351,0.142,1.72,0.263,0.519,1.76,2.26,0.221,16.4,0.121
0.433,0.177,1.57,0.235,0.501,1.84,6.03,0.212,17.5,0.216
0.262,0.161,1.09,0.227,0.495,0.771,4.47,0.207,18.2,0.123
0.361,0.15,1.45,0.294,0.576,1.67,3.08,0.225,14,0.609
0.445,0.169,1.79,0.829,0.714,2.81,15.5,0.456,15.6,0.708
0.27,0.156,1.14,0.387,0.574,0.978,10.7,0.277,24.8,0.167
0.236,0.148,1.11,0.285,0.563,0.779,5.27,0.231,15,0.13
0.214,0.137,1.08,0.259,0.55,0.641,3.88,0.216,12.2,0.131
0.216,0.127,1.12,0.241,0.532,0.552,3.22,0.226,10.7,0.119
0.384,0.127,1.91,0.235,0.513,0.781,2.97,0.221,10,0.115
0.255,0.131,1.2,0.222,0.505,0.564,2.99,0.209,9.88,0.111
0.216,0.18,1.1,0.344,0.499,0.521,3.69,0.217,9.54,0.365
0.201,0.146,1.08,0.281,0.488,0.476,3,0.211,9.02,0.132
0.205,0.129,1.12,0.244,0.468,0.439,2.5,0.203,8.61,0.121
0.206,0.12,1.13,0.232,0.466,0.473,2.29,0.204,8.32,0.115
1.1,0.126,2.32,0.291,0.47,2.4,2.29,0.208,8.33,0.565
0.331,0.174,1.07,0.433,0.526,2.55,2.64,0.204,8.64,0.243
0.214,0.153,0.921,0.306,0.483,0.795,2.56,0.198,8.34,0.133
0.215,0.151,1.18,0.269,0.473,0.555,2.27,0.249,8.06,0.422
0.259,0.199,1.23,0.311,0.473,0.681,2.22,0.307,7.78,0.368
0.193,0.205,0.975,0.404,0.456,0.555,2.18,0.26,7.52,0.24
0.504,0.159,1.84,0.3,0.446,2.77,2.07,0.239,7.45,0.538
0.31,0.164,1.16,0.317,0.439,1.04,1.96,0.242,7.37,0.274
0.273,0.154,1.25,0.252,0.427,0.685,1.93,0.223,7.35,0.152
0.232,0.144,1.05,0.243,0.42,0.538,1.96,0.215,7.33,0.124
0.186,0.131,0.983,0.225,0.409,0.504,1.84,0.204,7.05,0.114
0.167,0.128,0.984,0.217,0.388,0.491,1.75,0.185,6.84,0.114
0.17,0.128,0.958,0.233,0.381,0.477,1.71,0.184,6.8,0.11
1.12,0.134,3.44,0.269,0.382,1.9,1.74,0.193,7.32,0.137
3.23,0.136,6.45,0.318,0.406,2.62,1.95,0.202,12.7,0.353
0.875,0.13,2.18,0.254,0.4,1.11,2,0.188,17.3,0.132
1.32,0.126,2.79,0.236,0.385,1.48,1.82,0.181,13.8,0.135
0.598,0.12,1.5,0.216,0.375,2.31,1.73,0.176,11.3,0.106
0.444,0.142,1.18,0.212,0.375,0.915,1.68,0.176,9.78,0.201
0.326,0.408,1.09,0.756,0.384,0.747,1.71,0.186,9.23,1.46
0.354,0.995,1.29,0.683,0.405,1.7,3.64,0.205,10.6,0.453
0.274,0.384,1.04,0.422,0.387,0.896,9.34,0.195,12,0.196
0.249,0.249,0.979,0.335,0.384,0.753,5.68,0.189,11.8,0.152
0.23,0.203,1.01,0.269,0.386,0.668,3.99,0.187,10.3,0.134
0.231,0.227,0.993,0.286,0.426,0.694,3.12,0.187,9.43,0.138
0.333,0.212,1.25,0.394,0.421,0.863,2.84,0.188,10.1,0.127
1.08,0.183,2.23,0.288,0.447,0.671,5.7,0.187,43.3,0.124
0.419,0.217,1.3,0.439,0.467,0.717,22.9,0.224,25.8,0.261
2.1,0.233,4.24,0.724,0.47,4.68,12.7,0.262,61.4,0.145
0.676,0.228,1.67,0.48,0.489,1.83,18.9,0.221,60.8,0.596
0.398,0.591,1.27,1.43,0.678,1.09,10,0.223,30.9,1.17
0.959,0.575,2.76,1.57,0.622,1.77,17.5,0.357,35.1,0.567
0.723,0.764,2.09,1.92,0.516,1.28,30.9,0.4,119,0.715
0.396,1.86,1.3,6.02,0.569,0.883,10.5,0.807,68.5,1.4
0.429,0.645,2.27,1.57,0.5,0.695,7.35,0.349,57.4,0.329
0.385,0.353,1.62,0.725,0.47,0.906,6.17,0.275,54.1,0.216
1.53,0.224,3.94,0.554,0.446,1.68,5.6,0.256,50.3,0.259
0.724,0.237,1.87,0.969,0.447,0.95,9.57,0.258,75.6,0.349
1.12,0.769,3.33,16.8,0.587,2.65,15.5,4.19,77.5,2.12
2.61,7.02,6.72,21.4,0.582,4.58,39.5,3.29,195,1.07
1.83,3.69,3.52,5.37,0.511,3.69,19.6,0.849,119,0.382
1.69,1.39,3.28,2.01,0.476,1.9,10.5,0.485,75.9,0.247
0.91,0.588,1.74,1.17,0.47,1.29,8.03,0.423,57.8,0.208
0.58,0.447,1.38,0.999,0.457,1.04,6.91,0.379,53.2,0.187
0.466,0.377,1.19,0.83,0.443,0.9,6.07,0.337,41.2,0.172
0.416,0.379,1.15,0.802,0.442,0.949,5.99,0.337,37.1,0.166
0.58,1.07,2,0.996,0.509,0.931,7.98,1.2,43.5,0.2
0.488,0.779,1.26,0.861,0.464,0.715,8.36,0.59,38.3,0.156
0.456,0.519,1.24,0.814,0.465,0.8,6.07,0.443,31.5,0.166
0.933,0.434,2.31,1.19,0.49,1.17,6.58,0.53,34.1,0.224
0.573,0.379,1.54,1.2,0.483,1.18,7.3,0.644,32.3,0.166
0.565,0.381,1.49,2.6,0.545,3.07,12.7,2.16,37.2,0.745
1.23,1.69,2.39,3.1,0.84,1.85,44.5,0.77,38.7,4.12
1.4,1.05,2.37,2.84,0.712,1.85,42.7,2.27,59.4,0.91
1.12,1.18,2.17,4.68,0.679,1.67,55,2.99,60.3,0.805
0.624,1.41,1.47,4.43,0.631,1.46,21.4,1.27,62.3,2.1
2.75,0.937,4.4,2.8,0.592,2.6,13.6,0.747,55,0.599
3.86,0.719,6.36,3.99,0.614,3.42,10.9,2.4,59.9,0.628
1.23,0.653,2.14,3.52,0.579,1.66,9.62,1.16,52.8,0.533
0.738,0.575,1.39,1.96,0.576,1.12,7.9,0.759,41.7,0.546
0.587,0.503,1.22,1.47,0.563,1,6.96,0.606,35.8,0.329
0.793,0.451,1.87,1.22,0.535,2.2,6.28,0.539,31.8,0.355
1.04,0.389,1.66,1.03,0.512,1.51,5.9,0.519,31.2,0.256
0.574,0.339,1.14,0.803,0.505,1.01,5.13,0.41,27.4,0.207
0.472,0.322,1.06,0.734,0.496,0.856,4.7,0.384,24.4,0.191
0.445,0.325,1.04,0.693,0.494,0.869,4.42,0.371,22.9,0.187
0.456,0.327,1.14,0.672,0.488,0.749,4.14,0.366,21.3,0.175
0.476,0.299,1.25,0.619,0.484,0.891,3.99,0.347,22.3,0.213
0.505,0.291,1.09,0.589,0.482,0.883,4.14,0.335,26.3,0.249
1.18,0.326,2.75,0.615,0.606,3.61,4.03,0.375,28.1,0.833
1.41,0.471,2,0.889,0.724,2.6,10.2,0.399,58,1.15
0.72,0.369,1.16,0.698,0.59,1.38,9.98,0.335,32.7,0.538
0.566,0.316,1.05,0.582,0.551,0.923,14.2,0.313,30.7,0.318
0.521,0.307,1.09,0.557,0.542,0.95,11.5,0.318,28.8,0.276
0.683,0.308,1.53,0.598,0.545,1.4,10.3,0.414,33.4,0.264
0.623,0.337,1.04,0.577,0.523,0.958,9.58,0.399,27.9,0.213
0.553,0.314,0.956,0.501,0.503,0.934,6.91,0.339,23.8,0.184
0.513,0.304,0.914,0.469,0.497,0.768,5.98,0.317,22,0.176
0.464,0.302,0.891,0.443,0.504,0.722,5.32,0.315,20.6,0.171
0.427,0.31,0.87,0.461,0.524,0.688,4.94,0.314,19.3,0.176
0.403,0.31,0.856,0.476,0.524,0.676,4.58,0.312,18.4,0.185
0.545,0.301,0.852,0.482,0.517,0.605,4.69,0.31,17.8,0.169
0.519,0.32,0.859,0.452,0.511,0.585,4.77,0.302,17.7,0.159
0.915,0.282,2,0.435,0.512,0.929,8.71,0.293,55.6,0.162
1.01,0.302,1.34,0.442,0.519,0.651,10.4,0.288,53,0.154
0.671,0.278,1.02,0.439,0.513,0.622,6.64,0.276,34.2,0.148
0.595,0.284,1.03,0.419,0.513,0.602,6.38,0.28,32.2,0.148
0.987,0.31,2.07,0.482,0.533,1.61,5.97,0.327,38.2,0.422
0.84,0.355,1.23,0.552,0.521,0.89,5.49,0.363,34.8,0.208
0.949,0.344,1.86,0.506,0.514,1.13,15,0.333,83.6,0.193
1.28,0.373,2.05,0.486,0.513,1.73,11.2,0.347,87.8,0.297
2.78,1.47,3.9,1.57,0.574,3.3,10.1,0.492,97.6,0.934
1.99,1.49,2.96,3.37,0.579,2.21,10.2,0.615,84.1,0.96
1.7,1.19,2.52,6.35,0.589,1.97,11.9,2.73,85.8,0.845
0.949,0.879,1.57,3.04,0.554,1.37,8.12,0.847,56.2,0.463
1.4,0.959,2.66,2.61,0.577,2.31,9.03,1.03,50.6,0.622
2.11,1.14,3.08,3.18,0.636,3.07,18.5,2.7,114,0.735
1.69,2.02,2.88,6.27,0.716,2.57,84.5,3.84,147,1.23
1.03,1.16,1.73,3.03,0.625,1.64,29.3,1.27,85.7,0.503
0.917,0.797,1.54,1.83,0.595,1.34,16.9,0.841,68.2,0.343
0.76,0.648,1.3,1.37,0.569,1.07,13,0.655,61.7,0.282
0.64,0.559,1.15,1.19,0.553,1.01,10.3,0.57,48.7,0.245
